examine,id,members,lowalch,limit,value,highalch,icon,name
A fresh kebab made from ugthanki meat.,1885,true,8,10000,20,12,Ugthanki kebab.png,Ugthanki kebab
Freshly cooked ugthanki meat.,1861,true,2,11000,5,3,Ugthanki meat.png,Ugthanki meat
Ultra-good for the smallest or largest of plants.,21483,true,34,2000,85,51,Ultracompost.png,Ultracompost
A symbol of Saradomin.,1716,false,80,10000,200,120,Unblessed symbol.png,Unblessed symbol
"It needs to be charged with death runes, chaos runes, fire runes and Zulrah's scales.",12900,true,31200,8,78000,46800,Uncharged toxic trident.png,Uncharged toxic trident
"It needs to be charged with death runes, chaos runes, fire runes and Zulrah's scales.",22294,true,43200,8,108000,64800,Uncharged toxic trident (e).png,Uncharged toxic trident (e)
"It needs to be charged with death runes, chaos runes, fire runes and coins.",11908,true,27200,8,68000,40800,Uncharged trident.png,Uncharged trident
"It needs to be charged with death runes, chaos runes, fire runes and coins.",22290,true,39200,8,98000,58800,Uncharged trident (e).png,Uncharged trident (e)
This would be much tastier cooked.,2317,false,6,13000,16,9,Uncooked apple pie.png,Uncooked apple pie
This would be much more appetising cooked.,2321,false,2,13000,6,3,Uncooked berry pie.png,Uncooked berry pie
This would be much tastier cooked.,19656,true,6,13000,16,9,Uncooked botanical pie.png,Uncooked botanical pie
This would be much tastier cooked.,22789,true,16,10000,40,24,Uncooked dragonfruit pie.png,Uncooked dragonfruit pie
A bowl of uncooked egg.,7076,true,3,13000,8,4,Uncooked egg.png,Uncooked egg
This would be much healthier cooked.,2319,false,3,13000,8,4,Uncooked meat pie.png,Uncooked meat pie
This would be much tastier cooked.,21684,true,6,13000,16,9,Uncooked mushroom pie.png,Uncooked mushroom pie
This would be worth more cut.,1617,false,80,10000,200,120,Uncut diamond.png,Uncut diamond
This would be worth more cut.,1631,true,400,10000,1000,600,Uncut dragonstone.png,Uncut dragonstone
This would be worth more cut.,1621,false,20,10000,50,30,Uncut emerald.png,Uncut emerald
This would be worth more cut.,1627,true,12,10000,30,18,Uncut jade.png,Uncut jade
This would be worth more cut.,6571,true,80000,11000,200000,120000,Uncut onyx.png,Uncut onyx
This would be worth more cut.,1625,true,8,10000,20,12,Uncut opal.png,Uncut opal
This would be worth more cut.,1629,true,16,10000,40,24,Uncut red topaz.png,Uncut red topaz
This would be worth more cut.,1619,false,40,10000,100,60,Uncut ruby.png,Uncut ruby
This would be worth more cut.,1623,false,10,10000,25,15,Uncut sapphire.png,Uncut sapphire
This would be worth more cut.,19496,true,30000,10000,75000,45000,Uncut zenyte.png,Uncut zenyte
Add feathers to make broad-tipped crossbow bolts.,11876,true,22,7000,55,33,Unfinished broad bolts 5.png,Unfinished broad bolts
I need another ingredient to finish this potion.,3406,true,4,10000,11,6,Unfinished potion.png,Unfinished potion
I need to put this in a pottery oven.,1791,false,1,10000,2,1,Unfired bowl.png,Unfired bowl
I need to put this in a pottery oven.,1789,false,1,10000,3,1,Unfired pie dish.png,Unfired pie dish
An unfired plant pot.,5352,true,1,10000,1,1,Unfired plant pot.png,Unfired plant pot
I need to put this in a pottery oven.,1787,false,1,10000,1,1,Unfired pot.png,Unfired pot
"This needs firing, then it should fit on a normal-sized pot.",4438,true,4,100,10,6,Unfired pot lid.png,Unfired pot lid
"The Dark Lord will rise again with his servant's aid, greater and more terrible than ever he was.",20223,true,32,5,80,48,Unholy blessing.png,Unholy blessing
A set containing the four pages of Zamorak's Unholy Book.,13151,true,2800,5,7000,4200,Unholy book page set.png,Unholy book page set
An unholy symbol of Zamorak.,1724,true,80,125,200,120,Unholy symbol.png,Unholy symbol
This horn has restorative properties.,237,true,8,13000,20,12,Unicorn horn.png,Unicorn horn
Finely ground horn of Unicorn.,235,true,8,13000,20,12,Unicorn horn dust.png,Unicorn horn dust
A lantern to aid attacking Harpie bugs.,7051,true,52,40,130,78,Unlit bug lantern.png,Unlit bug lantern
An unlit home-made torch.,596,true,1,40,4,2,Unlit torch.png,Unlit torch
I'd prefer it if it was powered.,567,true,40,10000,100,60,Unpowered orb.png,Unpowered orb
An unblessed symbol of Zamorak.,1722,true,80,10000,200,120,Unpowered symbol.png,Unpowered symbol
An unstrung composite ogre bow.,4825,true,36,10000,90,54,Unstrung comp bow.png,Unstrung comp bow
It needs a string so I can wear it.,1720,true,80,10000,200,120,Unstrung emblem.png,Unstrung emblem
Needs a suitably simian rope.,19607,true,20000,8,50000,30000,Unstrung heavy ballista.png,Unstrung heavy ballista
Needs a suitably simian rope.,19604,true,20000,8,50000,30000,Unstrung light ballista.png,Unstrung light ballista
It needs a string so I can wear it.,1714,false,80,10000,200,120,Unstrung symbol.png,Unstrung symbol
This is top secret comrade...,23255,true,400,4,1000,600,Uri's hat.png,Uri's hat
The remains of a deadly shade.,25419,true,1,7500,1,1,Urium remains.png,Urium remains
"A green salt that, when burned with other salts provides various benefits.",22597,true,4,10000,10,6,Urt salt.png,Urt salt
That used to be a vampyre!,3325,true,1,11000,2,1,Vampyre dust.png,Vampyre dust
A teleport to Varrock.,8007,true,1,10000,1,1,Varrock teleport (tablet).png,Varrock teleport (tablet)
This looks pretty healthy.,2195,true,1,6000,2,1,Veg ball.png,Veg ball
Well... it looks healthy.,2281,true,1,6000,2,1,Vegetable batta.png,Vegetable batta
"A set containing a Verac's helm, plateskirt, brassard and flail.",12875,true,160000,8,400000,240000,Verac's armour set.png,Verac's armour set
Verac the Defiled's brassard.,4757,true,112000,15,280000,168000,Verac's brassard.png,Verac's brassard
Verac the Defiled's brassard.,4992,true,112000,15,280000,168000,Verac's brassard 0.png,Verac's brassard 0
Verac the Defiled's flail.,4755,true,64000,15,160000,96000,Verac's flail.png,Verac's flail
Verac the Defiled's flail.,4986,true,64000,15,160000,96000,Verac's flail 0.png,Verac's flail 0
Verac the Defiled's helm.,4753,true,41200,15,103000,61800,Verac's helm.png,Verac's helm
Verac the Defiled's helm.,4980,true,41200,15,103000,61800,Verac's helm 0.png,Verac's helm 0
Verac the Defiled's plate skirt.,4759,true,110000,15,275000,165000,Verac's plateskirt.png,Verac's plateskirt
Verac the Defiled's plate skirt.,4998,true,110000,15,275000,165000,Verac's plateskirt 0.png,Verac's plateskirt 0
A powerful longsword.,22613,true,120000,10,300000,180000,Vesta's longsword.png,Vesta's longsword
A powerful spear.,22610,true,120000,10,300000,180000,Vesta's spear.png,Vesta's spear
An empty glass vial.,229,false,1,13000,2,1,Vial.png,Vial
A glass vial containing blood.,22446,true,40,13000,100,60,Vial of blood.png,Vial of blood
A glass vial containing water.,227,false,1,13000,2,1,Vial of water.png,Vial of water
An ancient chainmace with a peculiar mechanism that allows for varying attack styles.,22542,true,48000,8,120000,72000,Viggora's chainmace (u).png,Viggora's chainmace (u)
A heap of ashes.,25769,false,1,150,1,1,Vile ashes.png,Vile ashes
"A light blue armband, as worn by the Tai Bwo Wannai locals.",6359,true,60,150,150,90,Villager armband (blue).png,Villager armband (blue)
"A brown armband, as worn by the Tai Bwo Wannai locals.",6347,true,60,150,150,90,Villager armband (brown).png,Villager armband (brown)
"A white armband, as worn by the Tai Bwo Wannai locals.",6379,true,60,150,150,90,Villager armband (pink).png,Villager armband (pink)
"A dark blue armband, as worn by the Tai Bwo Wannai locals.",6369,true,60,150,150,90,Villager armband (yellow).png,Villager armband (yellow)
A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6355,true,80,150,200,120,Villager hat (blue).png,Villager hat (blue)
A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6345,true,80,150,200,120,Villager hat (brown).png,Villager hat (brown)
A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6375,true,80,150,200,120,Villager hat (pink).png,Villager hat (pink)
A brightly coloured hat prized by the Tai Bwo Wannai peoples.,6365,true,80,150,200,120,Villager hat (yellow).png,Villager hat (yellow)
A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6353,true,100,150,250,150,Villager robe (blue).png,Villager robe (blue)
A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6343,true,100,150,250,150,Villager robe (brown).png,Villager robe (brown)
A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6373,true,100,150,250,150,Villager robe (pink).png,Villager robe (pink)
A brightly coloured robe prized by the Tai Bwo Wannai peoples.,6363,true,100,150,250,150,Villager robe (yellow).png,Villager robe (yellow)
A brightly coloured pair of local sandals.,6357,true,40,150,100,60,Villager sandals (blue).png,Villager sandals (blue)
A brightly coloured pair of local sandals.,6349,true,40,150,100,60,Villager sandals (brown).png,Villager sandals (brown)
A brightly coloured pair of local sandals.,6377,true,40,150,100,60,Villager sandals (pink).png,Villager sandals (pink)
A brightly coloured pair of local sandals.,6367,true,40,150,100,60,Villager sandals (yellow).png,Villager sandals (yellow)
An absolutely clear spirit.,2015,true,2,13000,5,3,Vodka.png,Vodka
"An ancient magical orb, corrupted by darkness.",24514,true,1,8,1,1,Volatile orb.png,Volatile orb
One of the ingredients for making ultra compost.,21622,true,80,13000,200,120,Volcanic ash.png,Volcanic ash
How has lava been stored like this...?,12771,true,1,4,1,1,Volcanic whip mix.png,Volcanic whip mix
Dress like the powerful vyrewatch!,9636,true,200,150,500,300,Vyrewatch legs.png,Vyrewatch legs
Dress like the powerful vyrewatch!,9638,true,200,150,500,300,Vyrewatch shoes.png,Vyrewatch shoes
Dress like the powerful vyrewatch!,9634,true,200,150,500,300,Vyrewatch top.png,Vyrewatch top
The blood of the soldier makes the glory of the general.,20232,true,32,5,80,48,War blessing.png,War blessing
Makes a malediction or odium ward more beautiful.,12802,true,600,50,1500,900,Ward upgrade kit.png,Ward upgrade kit
This helmet is worn by warriors.,3753,true,24000,70,60000,36000,Warrior helm.png,Warrior helm
A legendary ring once worn by Fremennik warriors.,6735,true,4000,8,10000,6000,Warrior ring.png,Warrior ring
A teleport to the Yanille Watchtower.,8012,true,1,10000,1,1,Watchtower teleport (tablet).png,Watchtower teleport (tablet)
It's a slightly magical stick.,1395,true,6200,18000,15500,9300,Water battlestaff.png,Water battlestaff
A magic glowing orb.,571,true,120,11000,300,180,Water orb.png,Water orb
One of the 4 basic elemental Runes.,555,false,1,50000,4,2,Water rune.png,Water rune
A mysterious power emanates from the talisman...,1444,false,1,11000,4,2,Water talisman.png,Water talisman
A tiara infused with the properties of water.,5531,false,40,40,100,60,Water tiara.png,Water tiara
A teleport to Waterbirth Island.,24953,true,1,10000,1,1,Waterbirth teleport (tablet).png,Waterbirth teleport (tablet)
This watering can is empty.,5331,true,3,40,8,4,Watering can.png,Watering can
A juicy watermelon.,5982,true,19,11000,48,28,Watermelon.png,Watermelon
A watermelon seed - plant in an allotment.,5321,true,22,200,56,33,Watermelon seed 5.png,Watermelon seed
A slice of watermelon.,5984,true,6,11000,16,9,Watermelon slice.png,Watermelon slice
A completely empty waterskin - you'll need to fill it up.,1831,true,6,10000,15,9,Waterskin(0).png,Waterskin(0)
A full waterskin with four portions of water.,1823,true,12,2000,30,18,Waterskin(4).png,Waterskin(4)
Teleports you to Watson's house in Great Kourend.,23387,true,4,10000,10,6,Watson teleport.png,Watson teleport
For use on daggers and projectiles.,187,true,57,2000,144,86,Weapon poison.png,Weapon poison
"A vial of extra strong weapon poison, for spears and daggers.",5937,true,115,2000,288,172,Weapon poison(+).png,Weapon poison(+)
"A vial of super strong weapon poison, for spears and daggers.",5940,true,172,2000,432,259,Weapon poison(++).png,Weapon poison(++)
A handful of weeds.,6055,true,1,600,1,1,Weeds.png,Weeds
A teleport to West Ardougne.,19623,true,1,10000,1,1,West ardougne teleport (tablet).png,West ardougne teleport (tablet)
A bottle of Draynor Malt.,2017,true,2,13000,5,3,Whisky.png,Whisky
A two handed sword.,6609,true,768,125,1920,1152,White 2h sword.png,White 2h sword
A mostly clean apron.,1005,false,1,150,2,1,White apron.png,White apron
A vicious looking axe.,6589,true,499,125,1248,748,White battleaxe.png,White battleaxe
A small round white bead.,1476,false,1,11000,4,2,White bead.png,White bead
Parlez-vous francais?,2637,true,32,4,80,48,White beret.png,White beret
"Sour berries, used in potions.",239,true,4,13000,10,6,White berries.png,White berries
Stylish!,12313,true,90,4,225,135,White boater.png,White boater
These will protect my feet.,6619,true,230,125,576,345,White boots.png,White boots
All for one and one for all!,12321,true,80,4,200,120,White cavalier.png,White cavalier
A series of connected metal rings.,6615,true,576,125,1440,864,White chainbody.png,White chainbody
A set of fighting claws.,6587,true,144,125,360,216,White claws.png,White claws
A vicious white dagger.,6591,true,96,125,240,144,White dagger.png,White dagger
This dagger is poisoned.,6593,true,96,125,240,144,White dagger(p).png,White dagger(p)
This dagger is poisoned.,6595,true,96,125,240,144,White dagger(p+).png,White dagger(p+)
This dagger is poisoned.,6597,true,96,125,240,144,White dagger(p++).png,White dagger(p++)
Paints things white!,12763,true,1,4,1,1,White dark bow paint.png,White dark bow paint
A well made elegant ladies' white blouse.,10420,true,800,4,2000,1200,White elegant blouse.png,White elegant blouse
A rather elegant white skirt.,10422,true,800,4,2000,1200,White elegant skirt.png,White elegant skirt
Makes firelighting a lot easier.,10327,true,6,250,15,9,White firelighter.png,White firelighter
A posy of flowers.,2474,true,40,150,100,60,White flowers.png,White flowers
A full face helmet.,6623,true,422,125,1056,633,White full helm.png,White full helm
These will keep my hands warm!,6629,true,2,125,6,3,White gloves.png,White gloves
A white halberd.,6599,true,768,125,1920,1152,White halberd.png,White halberd
A minimalist's hat.,12299,true,16,4,40,24,White headband.png,White headband
A large metal shield.,6633,true,652,125,1632,979,White kiteshield.png,White kiteshield
A fully bloomed White lily.,22932,true,2,600,5,3,White lily.png,White lily
A white lily seed - plant in a flower patch.,22887,true,120,600,300,180,White lily seed 5.png,White lily seed
A razor sharp longsword.,6607,true,384,125,960,576,White longsword.png,White longsword
A spiky mace.,6601,true,172,125,432,259,White mace.png,White mace
A Magical staff.,6603,true,80,125,200,120,White magic staff.png,White magic staff
A medium sized helmet.,6621,true,230,125,576,345,White med helm.png,White med helm
A nice hat from a cracker.,1048,false,1,5,1,1,White partyhat.png,White partyhat
Provides excellent protection.,6617,true,1536,125,3840,2304,White platebody.png,White platebody
"Big, White and heavy looking.",6625,true,768,125,1920,1152,White platelegs.png,White platelegs
"Big, White and heavy looking.",6627,true,768,125,1920,1152,White plateskirt.png,White plateskirt
"A vicious, curved sword.",6611,true,307,125,768,460,White scimitar.png,White scimitar
A medium square shield.,6631,true,460,125,1152,691,White sq shield.png,White sq shield
A razor sharp sword.,6605,true,249,125,624,374,White sword.png,White sword
A white toy horse.,2522,false,40,150,100,60,White toy horsey.png,White toy horsey
Pointy rainbows.,20269,true,400,4,1000,600,White unicorn mask.png,White unicorn mask
I don't think it's intended for joinery.,6613,true,392,125,980,588,White warhammer.png,White warhammer
A whiteberry bush seed - plant in a bush patch.,5105,true,53,200,133,79,Whiteberry seed 5.png,Whiteberry seed
A triumph of man over nature.,7208,true,72,10000,182,109,Wild pie.png,Wild pie
A handful of Wildblood Hops.,6002,true,6,11000,15,9,Wildblood hops.png,Wildblood hops
A Wildblood hop seed - plant in a hops patch.,5311,true,5,2000,14,8,Wildblood seed 5.png,Wildblood seed
"A teleport to near the dark crab fishing spots, in level 33 Wilderness.",24251,true,24,,62,37,Wilderness crabs teleport.png,Wilderness crabs teleport
Feed and catch the birds by placing this in the right spot.,21518,true,2,250,5,3,Willow bird house.png,Willow bird house
A handy little club made out of willow.,4600,true,240,125,600,360,Willow blackjack.png,Willow blackjack
A defensive blackjack.,6414,true,320,125,800,480,Willow blackjack(d).png,Willow blackjack(d)
An offensive blackjack.,6412,true,320,125,800,480,Willow blackjack(o).png,Willow blackjack(o)
A branch from a willow tree.,5933,true,1,11000,2,1,Willow branch.png,Willow branch
A powerful bow made from willow wood.,10280,false,120,8,300,180,Willow comp bow.png,Willow comp bow
